Book_Name,Description,Author,Rating,No_of_Ratings,Regular_Price,Language,Book_Audio_Length,Cover_IMG,Book_URL
The Coaching Habit,"Say Less, Ask More & Change the Way You Lead Forever",Michael Bungay Stanier,4.5 out of 5 stars,71 ratings,₹501.00,"['Language:', 'English']",Length: 3 hrs and 3 mins,https://m.media-amazon.com/images/I/51n-3trZb-S._SL500_.jpg,https://www.audible.in/pd/The-Coaching-Habit-Audiobook/B076YBYC9S
The Tata Group,From Torchbearers to Trailblazers,Shashank Shah,4.5 out of 5 stars,24 ratings,₹879.00,"['Language:', 'English']",Length: 17 hrs and 48 mins,https://m.media-amazon.com/images/I/51Ep693BObL._SL500_.jpg,https://www.audible.in/pd/The-Tata-Group-Audiobook/B07T2FKD3L
Launch (Updated & Expanded Edition),"How to Sell Almost Anything Online, Build a Business You Love, and Live the Life of Your Dreams",Jeff Walker,5 out of 5 stars,4 ratings,₹703.00,"['Language:', 'English']",Length: 9 hrs and 12 mins,https://m.media-amazon.com/images/I/41VbkFTsocL._SL500_.jpg,https://www.audible.in/pd/Launch-Updated-Expanded-Edition-Audiobook/1401960251
The Art of Seduction,An Indispensible Primer on the Ultimate Form of Power,Robert Greene,4.5 out of 5 stars,14 ratings,₹632.00,"['Language:', 'English']",Length: 5 hrs and 9 mins,https://m.media-amazon.com/images/I/41pjoMsqWUL._SL500_.jpg,https://www.audible.in/pd/The-Art-of-Seduction-Audiobook/B079TKCLM3
"Coach the Person, Not the Problem",A Guide to Using Reflective Inquiry,Marcia Reynolds,5 out of 5 stars,3 ratings,₹668.00,"['Language:', 'English']",Length: 5 hrs and 13 mins,https://m.media-amazon.com/images/I/51XpJCaKV-L._SL500_.jpg,https://www.audible.in/pd/Coach-the-Person-Not-the-Problem-Audiobook/B0886KLPL5
Crushing It!,"How Great Entrepreneurs Build Their Business and Influence-and How You Can, Too",Gary Vaynerchuk,4.5 out of 5 stars,57 ratings,"₹1,350.00","['Language:', 'English']",Length: 8 hrs and 2 mins,https://m.media-amazon.com/images/I/51AS0ouHGXL._SL500_.jpg,https://www.audible.in/pd/Crushing-It-Audiobook/B079F5RWKR
Daring Greatly,"How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.5 out of 5 stars,63 ratings,₹820.00,"['Language:', 'English']",Length: 6 hrs and 30 mins,https://m.media-amazon.com/images/I/41fOV1PsMYL._SL500_.jpg,https://www.audible.in/pd/Daring-Greatly-Audiobook/B07CZ1SQR9
An Unsuitable Boy,,Karan Johar,4 out of 5 stars,233 ratings,"₹1,256.00","['Language:', 'English']",Length: 8 hrs and 39 mins,https://m.media-amazon.com/images/I/51KYaxrnjLL._SL500_.jpg,https://www.audible.in/pd/An-Unsuitable-Boy-Audiobook/B07L6NT98C
The Unicorn Project,"A Novel About Developers, Digital Disruption, and Thriving in the Age of Data",Gene Kim,4.5 out of 5 stars,30 ratings,₹836.00,"['Language:', 'English']",Length: 12 hrs and 24 mins,https://m.media-amazon.com/images/I/61wBy6ytu8L._SL500_.jpg,https://www.audible.in/pd/The-Unicorn-Project-Audiobook/B08129QRM3
Cracking the Code to a Successful Interview,15 Insider Secrets from a Top-Level Recruiter,Evan Pellett,4 out of 5 stars,9 ratings,₹585.00,"['Language:', 'English']",Length: 2 hrs and 16 mins,https://m.media-amazon.com/images/I/51ShTIVPZqL._SL500_.jpg,https://www.audible.in/pd/Cracking-the-Code-to-a-Successful-Interview-Audiobook/B0793FFRBC
Liminal Thinking,Create the Change You Want by Changing the Way You Think,Dave Gray,4.5 out of 5 stars,69 ratings,₹585.00,"['Language:', 'English']",Length: 3 hrs and 9 mins,https://m.media-amazon.com/images/I/4117AxWJIlL._SL500_.jpg,https://www.audible.in/pd/Liminal-Thinking-Audiobook/B06WGSLTTT
Oversubscribed,How to Get People Lining Up to Do Business with You,Daniel Priestley,5 out of 5 stars,22 ratings,₹569.00,"['Language:', 'English']",Length: 5 hrs and 12 mins,https://m.media-amazon.com/images/I/5146UDwTH+L._SL500_.jpg,https://www.audible.in/pd/Oversubscribed-Audiobook/B07CNCVQ99
Measure What Matters,OKRs: The Simple Idea That Drives 10x Growth,John Doerr,4.5 out of 5 stars,262 ratings,₹820.00,"['Language:', 'English']",Length: 7 hrs and 56 mins,https://m.media-amazon.com/images/I/51YsowmALjL._SL500_.jpg,https://www.audible.in/pd/Measure-What-Matters-Audiobook/B07JKDXZ17
"The First 90 Days, Updated and Expanded",Proven Strategies for Getting Up to Speed Faster and Smarter,Michael Watkins,4.5 out of 5 stars,61 ratings,₹703.00,"['Language:', 'English']",Length: 6 hrs and 58 mins,https://m.media-amazon.com/images/I/51XqmrgU-3L._SL500_.jpg,https://www.audible.in/pd/The-First-90-Days-Updated-and-Expanded-Audiobook/B079B5GQK9
Super Thinking,Upgrade Your Reasoning and Make Better Decisions with Mental Models,Gabriel Weinberg,4.5 out of 5 stars,58 ratings,₹820.00,"['Language:', 'English']",Length: 12 hrs and 37 mins,https://m.media-amazon.com/images/I/51rixOyJa0L._SL500_.jpg,https://www.audible.in/pd/Super-Thinking-Audiobook/B07PRD18GT
Romancing the Balance Sheet,"For Anyone Who Owns, Runs or Manages a Business",Anil Lamba,4.5 out of 5 stars,138 ratings,₹727.00,"['Language:', 'English']",Length: 5 hrs and 27 mins,https://m.media-amazon.com/images/I/51al8DZSBWL._SL500_.jpg,https://www.audible.in/pd/Romancing-the-Balance-Sheet-Audiobook/B07659411B
Big Billion Startup,The Untold Flipkart Story,Mihir Dalal,4.5 out of 5 stars,215 ratings,₹836.00,"['Language:', 'English']",Length: 11 hrs and 23 mins,https://m.media-amazon.com/images/I/51uUgdnDcoS._SL500_.jpg,https://www.audible.in/pd/Big-Billion-Startup-Audiobook/B097RZKCQB
Blue Ocean Strategy,How to Create Uncontested Market Space and Make Competition Irrelevant,W. Chan Kim,4.5 out of 5 stars,146 ratings,₹703.00,"['Language:', 'English']",Length: 6 hrs and 27 mins,https://m.media-amazon.com/images/I/61yaPFgCeNL._SL500_.jpg,https://www.audible.in/pd/Blue-Ocean-Strategy-Audiobook/B07813X85Z
The Effective Executive,The Definitive Guide to Getting the Right Things Done,Peter F. Drucker,5 out of 5 stars,34 ratings,"₹1,181.00","['Language:', 'English']",Length: 6 hrs and 15 mins,https://m.media-amazon.com/images/I/51Enxbm74iL._SL500_.jpg,https://www.audible.in/pd/The-Effective-Executive-Audiobook/B079B9PM44
Misbehaving,The Making of Behavioral Economics,Richard H. Thaler,4.5 out of 5 stars,51 ratings,₹836.00,"['Language:', 'English']",Length: 13 hrs and 35 mins,https://m.media-amazon.com/images/I/51LsfuzFU7L._SL500_.jpg,https://www.audible.in/pd/Misbehaving-Audiobook/B07CPQ557S
Influence,"Science and Practice, ePub, 5th Edition",Robert B. Cialdini,4.5 out of 5 stars,38 ratings,₹836.00,"['Language:', 'English']",Length: 12 hrs and 25 mins,https://m.media-amazon.com/images/I/51Ez+y4yUBL._SL500_.jpg,https://www.audible.in/pd/Influence-Audiobook/B0771T87NG
Market Wizards,Interviews with Top Traders,Jack D. Schwager,5 out of 5 stars,112 ratings,₹836.00,"['Language:', 'English']",Length: 14 hrs and 41 mins,https://m.media-amazon.com/images/I/51-JUNfCiVL._SL500_.jpg,https://www.audible.in/pd/Market-Wizards-Audiobook/B076YPKBLT
The Four,"The Hidden DNA of Amazon, Apple, Facebook and Google",Scott Galloway,4.5 out of 5 stars,123 ratings,₹683.00,"['Language:', 'English']",Length: 8 hrs and 32 mins,https://m.media-amazon.com/images/I/41ssWIgfR6L._SL500_.jpg,https://www.audible.in/pd/The-Four-Audiobook/B075LXMC61
Founders at Work,Stories of Startups' Early Days,Jessica Livingston,5 out of 5 stars,4 ratings,"₹1,675.00","['Language:', 'English']",Length: 21 hrs and 46 mins,https://m.media-amazon.com/images/I/517GmHIo+cS._SL500_.jpg,https://www.audible.in/pd/Founders-at-Work-Audiobook/B092R6D8RH
Originals,How Non-Conformists Change the World,Adam Grant,4.5 out of 5 stars,121 ratings,₹820.00,"['Language:', 'English']",Length: 10 hrs and 1 min,https://m.media-amazon.com/images/I/51CPexXUqPL._SL500_.jpg,https://www.audible.in/pd/Originals-Audiobook/B079WZG2G9
Execution,The Discipline of Getting Things Done,Larry Bossidy,4.5 out of 5 stars,74 ratings,₹879.00,"['Language:', 'English']",Length: 8 hrs and 14 mins,https://m.media-amazon.com/images/I/51BT4lMl6SL._SL500_.jpg,https://www.audible.in/pd/Execution-Audiobook/B079TL86CL
The $100 Startup,"Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,4.5 out of 5 stars,100 ratings,₹879.00,"['Language:', 'English']",Length: 8 hrs and 14 mins,https://m.media-amazon.com/images/I/51obAwdTWUL._SL500_.jpg,https://www.audible.in/pd/The-100-Startup-Audiobook/B079VS8K7D
Marketing 4.0,Moving from Traditional to Digital,Philip Kotler,4.5 out of 5 stars,133 ratings,₹469.00,"['Language:', 'English']",Length: 4 hrs and 48 mins,https://m.media-amazon.com/images/I/51p-d810I-L._SL500_.jpg,https://www.audible.in/pd/Marketing-40-Audiobook/1469075032
Pre-suasion,,Robert Cialdini,4.5 out of 5 stars,31 ratings,₹888.00,"['Language:', 'English']",Length: 9 hrs and 24 mins,https://m.media-amazon.com/images/I/5162+VOT9uL._SL500_.jpg,https://www.audible.in/pd/Pre-Suasion-Audiobook/1473578760
"The Black Swan, Second Edition: The Impact of the Highly Improbable: With a new section: ""On Robustness and Fragility""","Incerto, Book 2",Nassim Nicholas Taleb,4.5 out of 5 stars,75 ratings,"₹1,256.00","['Language:', 'English']",Length: 15 hrs and 48 mins,https://m.media-amazon.com/images/I/4175QzgAz0L._SL500_.jpg,https://www.audible.in/pd/The-Black-Swan-Second-Edition-The-Impact-of-the-Highly-Improbable-With-a-new-section-On-Robustness-and-Fragility-Audiobook/B07KRMWWMG
Designing Your Life,,Bill Burnett,4.5 out of 5 stars,28 ratings,₹683.00,"['Language:', 'English']",Length: 6 hrs and 18 mins,https://m.media-amazon.com/images/I/418oRbCUQGL._SL500_.jpg,https://www.audible.in/pd/Designing-Your-Life-Audiobook/B07BJH6V48
The Bitcoin Standard,The Decentralized Alternative to Central Banking,Saifedean Ammous,4.5 out of 5 stars,58 ratings,₹836.00,"['Language:', 'English']",Length: 11 hrs and 16 mins,https://m.media-amazon.com/images/I/51bXwP-iB4L._SL500_.jpg,https://www.audible.in/pd/The-Bitcoin-Standard-Audiobook/B07D82BQRG
Poor Economics,A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,4.5 out of 5 stars,107 ratings,₹820.00,"['Language:', 'English']",Length: 11 hrs and 30 mins,https://m.media-amazon.com/images/I/51ke4PqBFpL._SL500_.jpg,https://www.audible.in/pd/Poor-Economics-Audiobook/B01NBMYIQW
Working Backwards,"Insights, Stories and Secrets from Inside Amazon",Colin Bryar,5 out of 5 stars,68 ratings,₹323.00,"['Language:', 'English']",Length: 10 hrs and 40 mins,https://m.media-amazon.com/images/I/51CtSBGvGEL._SL500_.jpg,https://www.audible.in/pd/Working-Backwards-Audiobook/1529033861
How Will You Measure Your Life?,,Clayton M. Christensen,4.5 out of 5 stars,97 ratings,"₹1,181.00","['Language:', 'English']",Length: 5 hrs and 28 mins,https://m.media-amazon.com/images/I/51C3TtN2v6L._SL500_.jpg,https://www.audible.in/pd/How-Will-You-Measure-Your-Life-Audiobook/B079CMJ2V2
Talent Is Overrated,What Really Separates World-Class Performers from Everybody Else,Geoff Colvin,4.5 out of 5 stars,29 ratings,₹879.00,"['Language:', 'English']",Length: 8 hrs and 14 mins,https://m.media-amazon.com/images/I/51dG8yZ3UqL._SL500_.jpg,https://www.audible.in/pd/Talent-Is-Overrated-Audiobook/B07Z1949ZM
Kautilya Arthshastra (Hindi Edition),,Chanakya,4 out of 5 stars,21 ratings,₹174.00,"['Language:', 'Hindi']",Length: 6 hrs,https://m.media-amazon.com/images/I/51P1iJnLnwL._SL500_.jpg,https://www.audible.in/pd/Embargo-title-IN-Audiobook/B07NDJWFWL
Crush It!,Why NOW Is the Time to Cash In on Your Passion,Gary Vaynerchuk,4.5 out of 5 stars,102 ratings,₹900.00,"['Language:', 'English']",Length: 3 hrs and 40 mins,https://m.media-amazon.com/images/I/513BUJjORZL._SL500_.jpg,https://www.audible.in/pd/Crush-It-Audiobook/B079TL723H
Profit First,Transform Your Business from a Cash-Eating Monster to a Money-Making Machine,Mike Michalowicz,4.5 out of 5 stars,25 ratings,₹703.00,"['Language:', 'English']",Length: 8 hrs and 35 mins,https://m.media-amazon.com/images/I/51aReKhqHXL._SL500_.jpg,https://www.audible.in/pd/Profit-First-Audiobook/B0713WNVZB
The Digital Transformation Playbook,Rethink Your Business for the Digital Age,David L. Rogers,4.5 out of 5 stars,24 ratings,₹586.00,"['Language:', 'English']",Length: 9 hrs and 57 mins,https://m.media-amazon.com/images/I/51R-QYPbNaL._SL500_.jpg,https://www.audible.in/pd/The-Digital-Transformation-Playbook-Audiobook/1977382460
Harvard Business Review Manager's Handbook,The 17 Skills Leaders Need to Stand Out,Harvard Business Review,4.5 out of 5 stars,135 ratings,₹668.00,"['Language:', 'English']",Length: 9 hrs and 41 mins,https://m.media-amazon.com/images/I/51yVTSoUcfL._SL500_.jpg,https://www.audible.in/pd/Harvard-Business-Review-Managers-Handbook-Audiobook/B06VV886W5
The Third Door,The Wild Quest to Uncover How the World's Most Successful People Launched Their Careers,Alex Banayan,4.5 out of 5 stars,74 ratings,"₹1,005.00","['Language:', 'English']",Length: 8 hrs and 42 mins,https://m.media-amazon.com/images/I/415mYahReSL._SL500_.jpg,https://www.audible.in/pd/The-Third-Door-Audiobook/B07D8YXVT5
The Manager's Path,A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,4.5 out of 5 stars,25 ratings,₹586.00,"['Language:', 'English']",Length: 10 hrs and 7 mins,https://m.media-amazon.com/images/I/61ohIdFlPsL._SL500_.jpg,https://www.audible.in/pd/The-Managers-Path-Audiobook/B07SW7RCTL
Good to Great,,Jim Collins,5 out of 5 stars,24 ratings,₹888.00,"['Language:', 'English']",Length: 9 hrs and 58 mins,https://m.media-amazon.com/images/I/410-s19CBxL._SL500_.jpg,https://www.audible.in/pd/Good-to-Great-Audiobook/147359202X
Your Brain at Work,"Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long",David Rock,4.5 out of 5 stars,15 ratings,"₹1,519.00","['Language:', 'English']",Length: 9 hrs and 42 mins,https://m.media-amazon.com/images/I/61LBa-MPCBL._SL500_.jpg,https://www.audible.in/pd/Your-Brain-at-Work-Audiobook/B079XYQG9Q
Captivate,The Science of Succeeding with People,Vanessa Van Edwards,4.5 out of 5 stars,35 ratings,₹683.00,"['Language:', 'English']",Length: 7 hrs and 28 mins,https://m.media-amazon.com/images/I/515AGGHicaL._SL500_.jpg,https://www.audible.in/pd/Captivate-Audiobook/B071D5P848
The Ultimate Sales Machine,,Chet Holmes,5 out of 5 stars,4 ratings,₹656.00,"['Language:', 'English']",Length: 9 hrs and 13 mins,https://m.media-amazon.com/images/I/51rnjMiFooL._SL500_.jpg,https://www.audible.in/pd/The-Ultimate-Sales-Machine-Audiobook/B079S5KSCC
Die Empty,Unleash Your Best Work Every Day,Todd Henry,4.5 out of 5 stars,53 ratings,₹656.00,"['Language:', 'English']",Length: 5 hrs and 30 mins,https://m.media-amazon.com/images/I/41eCDoM8P2L._SL500_.jpg,https://www.audible.in/pd/Die-Empty-Audiobook/B079R3TG6C
The Millionaire Real Estate Investor,,Gary Keller,4.5 out of 5 stars,33 ratings,"₹1,384.00","['Language:', 'English']",Length: 9 hrs and 21 mins,https://m.media-amazon.com/images/I/61asaL3RTRL._SL500_.jpg,https://www.audible.in/pd/The-Millionaire-Real-Estate-Investor-Audiobook/B079TJMLNW
Capital in the Twenty-First Century,,Thomas Piketty,4 out of 5 stars,18 ratings,"₹1,338.00","['Language:', 'English']",Length: 24 hrs and 58 mins,https://m.media-amazon.com/images/I/41jenCaS2JL._SL500_.jpg,https://www.audible.in/pd/Capital-in-the-Twenty-First-Century-Audiobook/B07CPQGLRR
David and Goliath,,Malcolm Gladwell,4.5 out of 5 stars,183 ratings,₹569.00,"['Language:', 'English']",Length: 7 hrs,https://m.media-amazon.com/images/I/51SnfV7V2jL._SL500_.jpg,https://www.audible.in/pd/David-and-Goliath-Audiobook/B07CQ81TC9
The Lean Product Playbook,How to Innovate with Minimum Viable Products and Rapid Customer Feedback,Dan Olsen,5 out of 5 stars,31 ratings,₹703.00,"['Language:', 'English']",Length: 9 hrs and 54 mins,https://m.media-amazon.com/images/I/51utVzqgCRL._SL500_.jpg,https://www.audible.in/pd/The-Lean-Product-Playbook-Audiobook/B079H3DZS6
The Culture Map,Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,5 out of 5 stars,61 ratings,₹500.00,"['Language:', 'English']",Length: 7 hrs and 42 mins,https://m.media-amazon.com/images/I/51v9IUiM7PL._SL500_.jpg,https://www.audible.in/pd/The-Culture-Map-Audiobook/B07YL88GFC
Thinking in Systems,A Primer,Donella H. Meadows,4.5 out of 5 stars,43 ratings,₹668.00,"['Language:', 'English']",Length: 6 hrs and 26 mins,https://m.media-amazon.com/images/I/51YXiA+y-VL._SL500_.jpg,https://www.audible.in/pd/Thinking-in-Systems-Audiobook/B07FWG1NCL
The Rise and Fall of American Growth,The U.S. Standard of Living Since the Civil War,Robert J. Gordon,4 out of 5 stars,4 ratings,"₹1,338.00","['Language:', 'English']",Length: 30 hrs and 14 mins,https://m.media-amazon.com/images/I/51I4wMH9+5L._SL500_.jpg,https://www.audible.in/pd/The-Rise-and-Fall-of-American-Growth-Audiobook/B07CQVD2R5
The Compound Effect,Multiply Your Success One Simple Step at a Time,Darren Hardy,4.5 out of 5 stars,"1,626 ratings",₹608.00,"['Language:', 'English']",Length: 4 hrs and 44 mins,https://m.media-amazon.com/images/I/51F4nsOMnmL._SL500_.jpg,https://www.audible.in/pd/The-Compound-Effect-Audiobook/1982648066
Influence Is Your Superpower,How to Get What You Want Without Compromising Who You Are,Zoe Chance,5 out of 5 stars,1 rating,₹888.00,"['Language:', 'English']",Length: 7 hrs and 10 mins,https://m.media-amazon.com/images/I/51Zh18SRJ2L._SL500_.jpg,https://www.audible.in/pd/Influence-Is-Your-Superpower-Audiobook/B09NNTCDPV
Accelerate: Building and Scaling High Performing Technology Organizations,,Nicole Forsgren PhD,4.5 out of 5 stars,13 ratings,₹501.00,"['Language:', 'English']",Length: 4 hrs and 58 mins,https://m.media-amazon.com/images/I/51CjXuVck+L._SL500_.jpg,https://www.audible.in/pd/Accelerate-Building-and-Scaling-High-Performing-Technology-Organizations-Audiobook/B07BM1YGVG
The Greatest Salesman in the World,,Og Mandino,4.5 out of 5 stars,83 ratings,₹377.00,"['Language:', 'English']",Length: 2 hrs and 33 mins,https://m.media-amazon.com/images/I/514VldQcCIL._SL500_.jpg,https://www.audible.in/pd/The-Greatest-Salesman-in-the-World-Audiobook/B079BC7BLJ
NLP: The Essential Guide to Neuro-Linguistic Programming,,Tom Dotz,4.5 out of 5 stars,8 ratings,₹836.00,"['Language:', 'English']",Length: 11 hrs and 14 mins,https://m.media-amazon.com/images/I/51368x9NW5L._SL500_.jpg,https://www.audible.in/pd/NLP-The-Essential-Guide-to-Neuro-Linguistic-Programming-Audiobook/B078T2YXTG
High Performance Habits,How Extraordinary People Become That Way,Brendon Burchard,4.5 out of 5 stars,88 ratings,₹750.00,"['Language:', 'English']",Length: 10 hrs and 35 mins,https://m.media-amazon.com/images/I/41xArfhy1DL._SL500_.jpg,https://www.audible.in/pd/High-Performance-Habits-Audiobook/B076BTY9N4
The Fearless Organization,"Creating Psychological Safety in the Workplace for Learning, Innovation, and Growth",Amy C. Edmondson,4.5 out of 5 stars,16 ratings,₹586.00,"['Language:', 'English']",Length: 6 hrs and 43 mins,https://m.media-amazon.com/images/I/41pUH8s2vCL._SL500_.jpg,https://www.audible.in/pd/The-Fearless-Organization-Audiobook/B07NSNC9GB
The Complete Software Developer's Career Guide,"How to Learn Programming Languages Quickly, Ace Your Programming Interview, and Land Your Software Developer Dream Job",John Sonmez,5 out of 5 stars,5 ratings,"₹1,003.00","['Language:', 'English']",Length: 20 hrs and 4 mins,https://m.media-amazon.com/images/I/511rgSNg6SL._SL500_.jpg,https://www.audible.in/pd/The-Complete-Software-Developers-Career-Guide-Audiobook/B078JDF6GR
